plz;supermarkt;adresse
08058;Thomas Phillips Sonderposten;Franz-Mehring-Straße 169
08058;Penny;Crimmitschauer Straße 90
08058;Netto;Pölbitzer Straße 34
08058;GGL-Markt;Lassallestraße 39
08058;Marmeladenmanufaktur Köstliche Zeitreisen;Bachweg 51
08058;Kaufland;Schubertstraße 3
08058;Aldi;Angerstraße 21
08058;Norma;Glauchauer Straße 26a
08058;EDEKA Höfer;Clara-Zetkin-Straße 2
08060;Konsum;Julius-Seifert-Straße 18a
08060;Aldi;Marienthaler Straße 8
08060;Lidl;Marienthaler Straße 53
08062;Rewe;Marchlewskistraße 1
08062;Edeka;Rudolf-Breitscheid-Straße 44
08062;Netto;Innere Zwickauer Straße 21
08062;Mere;Neuplanitzer Straße 94
08062;Netto Marken-Discount;Hermann-Krasser-Straße 42
08064;Aldi Oberplanitz;Am Kreuzberg 69
08066;Diska;Max-Planck-Straße 36
08066;Netto Marken-Discount;Otto-Hahn-Straße 2
08066;Rewe;Scheffelstraße 46
08066;Kaufland;Äußere Dresdner Straße 25
08066;Netto;Scheffelstraße 71
08066;Norma;Paul-Fleming-Straße 15
08066;Aldi;Lerchenweg 3
08107;Netto;Robert-Seidel-Straße 6
08107;Rewe;Schneeberger Straße 1
08107;Norma;Lengenfelder Straße 17
08107;Penny;Bahnhofstraße 28
08112;Lidl;Zwickauer Straße 39
08112;Rewe;Zwickauer Straße 37
08112;Netto;Walther-Rathenau-Straße 2
08112;Netto;Cainsdorfer Straße 29
08112;Netto Marken-Discount;Schneeberger Straße 81a
08115;Penny;Steinpleiser Straße 22
08118;Netto;Lichtensteiner Straße 38
08118;Rewe;August-Bebel-Straße 5
08134;Frischemarkt Langenweißbach;Hauptstraße 22
08134;Nah & Frisch;Hartensteiner Straße 5b
08141;Diska;Lößnitzer Straße 47
08141;Nah & Gut;Hof 13
08209;Lidl;Göltzschtalstraße 47
08209;Rewe;Klingenthaler Straße 107
08209;Netto;Bahnhofstraße 20
08209;Netto;Dr.-Wilhelm-Külz-Straße 8
08209;Aldi;Bahnhofstraße 15a
08223;Diska;Oelsnitzer Straße 23
08223;Penny;Hangweg 9
08223;Edeka Kadelke;Bahnhofstraße 12
08223;Netto Marken-Discount;Plauensche Straße 47
08228;Kaufland;Zur Sternkoppel 1
08228;Netto;Auerbacher Straße 15
08228;Lidl;Lengenfelder Straße 3
08228;Diska;Wernesgrüner Straße 48
08233;Netto;Rudolf-Breitscheid-Straße 17
08233;Lidl;Oststraße 96
08233;Netto;Heinrich-Heine-Straße 3
08237;Netto;Am Bahnhof 9
08239;Edeka;Falkensteiner Straße 54
08248;Lidl;Holzhofstraße 4
08248;Netto Marken-Discount;Mühlenstraße 6
08248;Edeka Färber;Am Schulplatz 5
08258;Lidl;Adorfer Straße 49
08258;Netto Marken-Discount;Schützenstraße 15
08261;Diska;Oelsnitzer Straße 6
08261;Netto;Oelsnitzer Straße 1a
08262;Norma;Hammerbrücker Straße 3
08280;Edeka;Wettinerstraße 4
08280;Lidl;Dr.-Otto-Nuschke-Straße 9
08280;Thomas Philpps Sonderposten;Bockauer Talstraße 10
08280;Kaufland;Brünlasberg 1a
08280;EDEKA C+C Großmarkt;Lindenstraße 46c
08280;Netto;Dr.-Otto-Nuschke-Straße 7
08289;ALDI;Bruno-Dost-Straße 29
08289;Rewe;Bruno-Dost-Straße 1a
08289;Netto;Zwickauer Straße 52
08289;Lidl;Kobaltstraße 2a
08289;Netto;Kobaltstraße 51
08297;Aldi;Wehrgasse 1b
08297;Kaufland;Albin-Trommler-Straße 1
08297;Netto;Wiesenstraße 1-3
08301;Frischemarkt;Marktpassage 23
08301;Netto Marken-Discount;Auer Talstraße 34
08304;Netto Marken-Discount;Hauptstraße 117
08304;Edeka;Angerstraße 39a
08304;;Eibenstocker Straße 28A
08309;nah & gut Schmidt;An der Binge 4
08309;nah & gut;An der Binge 4
08312;Netto;Alte Auer Straße 27
08315;EDEKA Markt - Heinz Ficker;Lauterer Straße 48
08315;Netto;Alte Auer Straße 27
08321;EDEKA Weck;Karlsbader Straße 
08324;nah und gut;Uferstraße 11
08326;nah & gut Schmidt;An der Binge 4
08326;nah & gut;An der Binge 4
08328;Ametller Origen;Rambla d'Àngel Guimerà 8
08340;Kaufland;Karlsbader Straße 2A
08340;Aldi;Roter Mühlenweg 28
08340;EDEKA Ponitz;Neustädter Ring 2
08340;Edeka Smetana;Am Lindengarten 6
08344;penny;August-Bebel-Straße 172
08349;Rewe;Eibenstocker Straße 109
08349;Netto;Am Pulverturm 1
08352;Netto;Straße des Friedens 16
08359;Penny;Talstraße 117
08371;Simmel Supermarkt;Rudolf-Breitscheid-Straße 10
08371;Kaufland;Grenayer Straße 10
08371;Aldi;Goetheweg 30a
08371;NETTO;Schönburgstraße 40
08371;Thomas Philipps Sonderposten;Lampertstraße 3
08371;Penny;Lampertstraße 5
08371;Netto;Heinrich-Heine-Straße 3
08371;Kaufland;Waldenburger Straße 97
08373;Friweika Abholmarkt (Werksverkauf);Lipprandiser Straße 27
08393;Aldi;Guteborner Allee 3
08393;Kaufland;Seiferitzer Allee 1
08393;Ilona Strobach Lebensmittelmarkt;Karl-Schiefer-Straße 20
08393;Lidl;Äußere Crimmitschauer Straße 86
08393;Netto Marken-Discount;Rosa-Luxemburg-Straße 24
08393;Netto Marken-Discount;Glauchauer Straße 12a
08393;Edeka Simmel;August-Bebel-Straße 65
08396;Penny;Altenburger Straße 81
08396;Netto Marken-Discount;Bahnhofstraße 25
08412;Kaufland;Stiftstraße 6
08412;Kaufland;Uferstraße 5b
08412;Aldi;Uferstraße 5a
08412;Netto;Otto-Stichart-Straße 4
08412;Lidl;Crimmitschauer Straße 8
08412;Netto;Pestalozzistraße 50a
08412;Penny;Crimmitschauer Straße 135
08428;Diska;Albertsdorfer Straße 9
08451;NETTO Crimmitschau;Leipziger Straße 90
08451;Netto;Werdauer Straße 31
08451;Aldi;Parkhausstraße 2
08451;Edeka;Werdauer Straße 32
08451;Lidl;Amselstraße 2
08468;Norma;Albert-Schweitzer-Straße 1
08468;Netto;Dammsteinstraße 1
08468;Lidl;Zwickauer Straße 97
08468;Netto Marken-Discount;Zwickauer Straße 203
08468;Penny;Dr.-Külz-Straße 5
08468;ehem. Diska;Obermylauer Weg 9
08468;Aldi;Zwickauer Straße 320
08485;Diska;Zwickauer Straße 10a
08491;Netto Marken-Discount;Elsterberger Straße 7
08491;Netto;Elsterberger Straße 7
08491;Diska;Schlossstraße 30
08496;Diska;Alte Reichenbacher Straße 23
08499;Aldi Süd;Braustraße 1
08523;Edeka Voigt;Neundorfer Straße 25
08523;denn's Biomarkt;Friedensstraße 89
08523;Norma;Bahnhofstraße 11-15
08523;Norma;Siegener Straße 58
08523;Penny;Karlstraße 7
08523;Netto;Lützowstraße 1
08523;Diska;Neundorfer Straße 65
08523;Aldi Nord;Neundorfer Straße 188
08525;Netto;Pausaer Straße 15
08525;Kaufland;Alte Jößnitzer Straße 30
08525;Aldi;Alte Jößnitzer Straße 30
08525;Norma;Lessingstraße 52-56
08525;Norma;Jößnitzer Straße 120
08525;Kaufland;Hans-Sachs-Straße 15
08525;Netto;Schlachthofstraße 23
08527;Diska;Bismarckstraße 35
08527;Penny Markt;Leibnizstraße 4
08527;Lidl;Hofer Straße 21
08529;Kaufland;Äußere Reichenbacher Straße 64
08529;Diska;Kleinfriesener Straße 29
08538;Globus;Taltitzer Straße 80
08538;Diska;Schwander Straße 1
08541;Bauernmarkt Theuma;Hauptstraße 33
08606;Netto Marken-Discount;Bachstraße 10
08606;Rewe;Alte Bahnhofstraße 7
08606;Lidl;Plauensche Straße 67
08606;Aldi;Willy-Brandt-Ring 2
08606;Diska;Hofer Straße 177
08606;Edeka;Grabenstraße 26
08606;Penny;Untermarxgrüner Straße 21
08626;Aldi;Elsterstraße 77
08626;Penny;Lessingstraße 38
08626;Penny;Elsterstraße 49
08626;Edeka Schuldes;Elsterstraße 51
08626;Norma;Markneukirchner Straße 54
08645;nah & gut;Hagerstraße 28
08648;Einkaufsmarkt Jacob;Badstraße 37
09028;Drogheria Loi Teresa S.n.c.;Via Pietro Meloni 25
09028;Iper Pan;ss 131 
09028;Gieffe;Via Costituzione 1
09028;Usai - Nonna Isa;Via Giuseppe Di Vittorio 33
09028;Usai Isa;Via Monserrato 280
09028;Usai Isa;Via Monserrato 103
09028;Usai Isa;Via Gorizia 19
09028;Nonna Isa;Via Cagliari 242
09030;Nonna Isa;Via dell'Arma Azzurra 
09030;Lidl;Via Sulcitana 220
09030;Metro;Via A. Omodeo 10
09111;Aldi;Theaterstraße 7
09111;Rewe;Am Wall 1
09111;denn's Biomarkt;Straße der Nationen 12
09111;Orient Bazar;Elisenstraße 2
09111;Konsum Chemnitz;Rosenhof 10-12
09111;FAIREwelt Chemnitz;Straße der Nationen 12
09111;Edeka;Georgstraße 11
09112;Edeka;Reichsstraße 58
09112;Edeka;Weststraße 77
09113;Diska;Arthur-Bretschneider-Straße 13
09113;Lidl;Eckstraße 4
09113;Lidl;Limbacher Straße 31
09113;Netto Marken-Discount;Bergstraße 40
09113;Netto;Paul-Jäkel-Straße 33
09113;Edeka Fiedler;Blankenauer Straße 41
09113;REWE Marcel Claus;Beyerstraße 1
09113;Netto;Limbacher Straße 73
09113;Thomas Philipps Sonderposten;Blankenauer Straße 60a
09114;Norma;Leipziger Straße 193
09114;Spar;Bornaer Straße 41
09114;Netto Marken-Discount;Max-Saupe-Straße 77
09114;Aldi;Bornaer Straße 148
09114;Netto;Bornaer Straße 170
09114;Edeka NAH und GUT;Slevogtstraße 59
09116;Globus;Im Neefepark 3
09116;Aldi;Waldenburger Straße 31
09116;Rewe;Waldenburger Straße 33
09116;Penny;Limbacher Straße 114
09116;Lidl;Zwickauer Straße 160
09116;Edeka Aktiv Schulz;Flemmingstraße 59
09116;Lidl;Limbacher Straße 208
09116;Netto;Zwickauer Straße 305
09117;Nahkauf;Zwickauer Straße 452
09117;Biolino;Oberfrohnaer Straße 43
09117;Norma;Reichenbrander Straße 126
09117;Lidl;Zwickauer Straße 391
09117;Rewe;Oberfrohnaer Straße 63-65
09117;Edeka Simmel;Zwickauer Straße 409
09119;Aldi;Stollberger Straße 100
09119;Norma;Neefestraße 58
09119;Edeka;Irkutsker Straße 1
09119;Lidl;Paul-Bertz-Straße 14
09120;Selgros;Heinrich-Lorenz-Straße 12
09120;Aldi;Heinrich-Lorenz-Straße 39
09120;Lidl;Wilhelm-Raabe-Straße 52
09120;Netto Marken-Discount;Wilhelm-Raabe-Straße 6
09120;Netto;Annaberger Straße 132
09120;Edeka center Raebiger;Paul-Bertz-Straße 12
09120;Lidl;Paul-Bertz-Straße 14
09120;Netto;Friedrich-Hähnel-Straße 88
09122;Edeka Flößner;Robert-Siewert-Straße 34
09122;Penny;Stollberger Straße 176
09123;Penny;Wolgograder Allee 207
09123;EDEKA Weber;Wiesenufer 1
09125;Rewe;Annaberger Straße 317
09125;Netto;Erfenschlager Straße 104
09125;Netto;Annaberger Straße 383
09126;;Jahnstraße 76
09126;Biomarkt Knackfrisch;Zschopauer Straße 279
09126;Aleks;Clausstraße 47
09126;Aldi;Zschopauer Straße 244
09126;Norma;Zschopauer Straße 256
09126;Netto;Zschopauer Straße 202
09126;Lidl;Zschopauer Straße 184
09126;Netto Marken-Discount;Bernsdorfer Straße 5e
09126;Penny;Clausstraße 75 - 81
09126;Edeka;Bernsdorfer Straße 55
09126;Netto;Bernsdorfer Straße 140
09127;Edeka;Hans-Ziegler-Straße 3
09127;Penny;Kleinolbersdorfer Straße 12a
09127;Edeka;Carl-von-Ossietzky-Straße 
09127;Norma;Augustusburger Straße 216
09130;Netto;Jakobstraße 39b
09130;Kaufland;Thomas-Mann-Platz 1
09130;Lidl;Fürstenstraße 5
09130;Netto Marken-Discount;Heinrich-Schütz-Straße 33
09130;Penny;Heinrich-Schütz-Straße 66
09130;Diska;Bersarinstraße 1
09130;Netto;Augustusburger Straße 263
09131;Edeka Schmidt;Frankenberger Straße 226
09131;Getränkewelt;Frankenberger Straße 276a
09131;"Penny ""Am ehemaligen Panzer""";Frankenberger Straße 46
09131;Norma;Glösaer Straße 1
09131;Netto;Margaretenstraße 16
09131;Edeka Center;Dresdner Straße 45
09212;Lidl;Albert-Einstein-Straße 33a
09212;Diska;Frohnbachstraße 59-61
09212;Kaufland Limbach-Oberfrohna;Ostring 4
09212;Mascher Lebensmittel;Waldenburger Straße 58
09212;Netto-Marken-Discount;Hohensteiner Straße 55
09212;Netto Marken-Discount;Waldenburger Straße 6
09212;NETTO;Kleines Dörfchen 5
09212;Penny;Burgstädter Straße 9
09212;Simmel;Helenenstraße 27
09212;Norma;Albert-Einstein-Straße 15
09212;Lidl;Chemnitzer Straße 40
09217;Aldi Nord;Straße der Deutschen Einheit 2 - 4
09217;Edeka;Beethovenstraße 1
09217;Sonderpreis Baumarkt;Dr.-Wilhelm-Külz-Straße 15
09221;Netto Marken-Discount;Hauptstraße 82
09221;Penny;Hauptstraße 87
09221;Penny Adorf;Adorfer Hauptstraße 28
09224;Penny;Chemnitzer Straße 161a
09224;Netto Discount, Grüna;Forststraße 4
09224;Simmel Grüna;Chemnitzer Straße 93
09228;Diska;Obere Hauptstraße 23
09228;Netto;Chemnitzer Straße 1
09232;Penny;Leipziger Straße 23A
09232;Netto Marken-Discount;Leipziger Straße 13
09235;Edeka;Untere Hauptstraße 39
09243;Aldi;Limbacher Straße 81c
09244;Simmel-Markt Oberlichtenau;Auerswalder Straße 5
09244;Netto Marken-Discount;Auerswalder Hauptstraße 2
09247;Marktkauf;Ringstraße 58
09249;Penny;Mittweidaer Straße 56
09306;EDEKA Bellmann;Poststraße 1
09306;Penny;Brückenstraße 22
09306;Netto;Poppitzer Straße 5a
09306;Aldi;Geithainer Straße 21
09306;nah & gut;Straße der Jugend 68a
09322;Rewe;Chemnitzer Straße 102
09322;Penny;Chemnitzer Straße 125
09322;Netto Marken-Discount;Leipziger Straße 40
09322;Lidl;Chemnitzer Straße 98 A
09326;Norma;Rochlitzer Straße 9
09326;Netto;Rochlitzer Straße 33
09326;nahkauf;Dresdener Straße 90
09328;Netto;Rochlitzer Straße 23
09337;Norma;Dr.-Charlotte-Krenzer-Straße 1B
09337;Lebensmittelmarkt Falken;Rathausstraße 35
09337;Thomas Philipps Sonderposten;Straße der Einheit 20
09337;Kaufland;Heinrich-Heine-Straße 1A
09337;Aldi;Dresdner Straße 151
09337;Lidl;Dresdner Straße 122
09337;EDEKA Meisel;Am Bahnhof 3
09350;Edeka Neukauf Lichtenstein;Hartensteiner Straße 39
09353;"PENNY-Markt ""Am Sachsenring""";Stollberger Straße 1
09353;CAP-Markt;Neue Welt 1
09353;Netto;Hofer Straße 24a
09355;Aldi;Im Gewerbegebiet 10
09355;Netto;Hauptstraße 314
09356;Simmel;Platanenstraße 4
09356;Aldi;Platanenstraße 4
09366;LIDL;Chemnitzer Straße 27
09366;Netto Marken-Discount;Schlachthofstraße 10a
09366;Norma;Chemnitzer Straße 55
09376;Netto Marken-Discount;Alte Staatsstraße 32
09376;Rewe;Untere Hauptstraße 2-4
09376;Penny;Bahnhofstraße 31
09376;nah und gut;Hartensteiner Straße 61A
09380;Netto;Stollberger Straße 46a
09380;Edeka;Anton-Günther-Straße 18a
09380;REWE Heggenstaller;Chemnitzer Straße 46c
09385;Netto;Flockenstraße 30
09387;Nahkauf;Am Mahlteich 1
09394;Netto Marken-Discount;Poststraße 43
09399;Lidl;Stollberger Straße 7
09405;Netto;Johann-Gottlob-Pfaff-Straße 13
09405;Kaufland;Chemnitzer Straße 124
09405;Simmel;Chemnitzer Straße 50b
09405;Penny Markt;Am Gräbel 1
09405;Aldi;Waldkirchener Straße 15
09419;Penny;Chemnitzer Straße 63
09427;Bio-logisch;Markt 15
09429;Penny;Rosenweg 5
09432;Getränkehandel Karl Gerlach;An der Kirche 12
09439;Netto Marken-Discount;Gelenauer Straße 2
09456;Edeka;Barbara-Uthmann-Ring 46
09456;Lidl;Chemnitzer Straße 42
09456;Kaufland;Gewerbering 2
09456;ALDI;Gewerbering 2
09456;Nah & Frisch;Karlsbader Straße 25
09456;Penny;Gewerbegebiet Nord 2
09456;Penny;Große Kirchgasse 67
09456;Netto Marken-Discount;Dresdner Straße 12
09456;Aldi;Oberwiesenthaler Weg 6
09456;;Adam-Ries-Straße 32
09456;Aldi;Bahnhofsplatz 4
09456;Netto Marken-Discount;Bahnhofsplatz 5
09456;Nah & Gut;Talstraße 24
09456;Edeka;Annaberger Straße 13
09456;Netto Marken-Discount;Bärensteiner Straße 31
09456;Netto;Geyersdorfer Hauptstraße 47
09465;Diska;Crottendorfer Straße 3
09465;Nah & Gut (Edeka);Wohngebiet Ernst Thälmann 9
09465;Netto;Karlsbader Straße 57
09468;Netto Marken-Discount;Ehrenfriedersdorfer Straße 23
09471;Penny;Gewerbegebiet 1
09471;;Lindenstraße 41
09471;Penny;Oberwiesenthaler Straße 15
09474;Lebensmittelgeschäft Hofmann - Edeka-Filiale;Annaberger Straße 28
09474;Netto Marken-Discount;Gasanstaltstraße 163
09474;Rainer Hofmann Edeka - Filiale;Annaberger Straße 182b
09481;Thomas Philipps Sonderposten;Gewerbegebiet 2
09481;Penny;Silberstraße 46
09484;Penny;Annaberger Straße 21
09484;Edeka;Bahnhofstraße 8-10
09488;Zum Lenke;Neundorfer Straße 2
09496;Netto;Reitzenhainer Straße 10
09496;Netto Marken-Discount;Johannisstraße 126
09496;AWG;Johann-Ehrenfried-Wagner-Straße 2
09496;PENNY Markt;Äußere Annaberger Straße 15
09496;Kaufland;Am Lautengrund 4
09496;Dänisches Bettenlager;Am Abrahamschacht 5
09509;Netto;Freiberger Straße 13
09514;Einkaufmarkt Fritzsche;Freiberger Straße 12
09514;Diska;Feldstraße 52
09518;nah und gut;Marienberger Straße 139
09526;Bärbel's Party-Service;Dorfstraße 61
09526;Penny-Markt;Rudolf-Breitscheid-Straße 5
09526;Netto Marken-Discount;Blumenauer Straße 17a
09526;Netto Marken-Discount;Thomas-Mann-Straße 2
09526;Netto Marken-Discount Getränkemarkt;Thomas-Mann-Straße 6
09526;EDEKA;Haselbacher Straße 
09544;Am Hanfgarten - Fam. Fischer;Bienenmühler Straße 21
09548;Penny;Neuhausener Straße 10
09557;Penny;Seeberstraße 1
09557;Aldi;Augustusburger Straße 75
09557;Netto Marken-Discount;Bahnhofstraße 7a
09557;LIDL;Augustusburger Straße 94
09569;Netto Marken-Discount;Gerichtsstraße 25
09569;Aldi;Freiberger Straße 31
09569;EDEKA Gabriel;Freiberger Straße 31
09573;Netto Marken-Discount;Marienberger Straße 46
09575;Penny;Großwaltersdorfer Straße 18f
09575;Edeka Aktivmarkt Schellig;Borstendorfer Straße 1
09575;Netto;Bahnhofstraße 1
09577;Edeka;Dresdner Straße 24
09599;Kaufland;Bebelplatz 2
09599;Kaufland;Häuersteig 2
09599;Querbeet - der Bioladen;Herderstraße 3
09599;Rewe;Friedeburger Straße 11
09599;Netto Marken-Discount;Karl-Kegel-Straße 69
09599;Edeka;Forstweg 81
09599;Netto;Am Rotvorwerk 8
09599;NETTO;Frauensteiner Straße 53
09599;Norma;Am Bahnhof 4
09599;KFS Vitalshop;Donatsring 20
09599;Penny;Halsbrücker Straße 18
09599;Biomarkt Vorwerk Podemus;Korngasse 5
09599;Penny;Leipziger Straße 33
09599;Netto Marken-Discount;Abraham-von-Schönberg-Straße 3
09599;Norma;Chemnitzer Straße 105
09599;Lidl;Olbernhauer Straße 45-47
09599;Netto Marken-Discount;Eherne Schlange 29
09599;Penny;Olbernhauer Straße 70
09599;Aldi;Dresdner Straße 31D
09599;EDEKA Markt der Generationen;Eherne Schlange 4
09599;Aldi;Olbernhauer Straße 72
09599;Rewe;Am Bahnhof 4
09600;Nah & Frisch;Frauensteiner Straße 22
09603;Edeka Aktiv Markt;Leipziger Straße 5a
09618;Rewe;Seilergasse 8
09618;Aldi;Großhartmannsdorfer Straße 9A
09618;Penny;Hauptstraße 35
09618;Edeka;Zuger Straße 2
09619;Penny;Hauptstraße 62
09619;Edeka;Dresdner Straße 81
09619;Thomas Philipps Sonderposten;Helbigsdorf 83
09619;Ihre Kette;Dresdner Straße 31
09623;Penny;Freiberger Straße 34
09623;Edeka;Teplitzer Straße 40
09623;;Teplitzer Straße 38
09627;Edeka Aktiv Markt Fiedler;Am Goldenen Löwen 14
09629;Sigi’s Sachsenkauf;Mörnerstraße 87
09633;Penny;Untere Dorfstraße 21b
09638;Edeka Müller;Bahnhofstraße 28
09648;E aktiv markt Sachse;Markt 31
09648;NaturGut Mittweida;Weberstraße 1
09648;Lidl;Bahnhofstraße 8
09648;Nah & Gut;Lauenhainer Straße 63
09648;Simmel;Schillerstraße 1
09648;nah & gut;Lauenhainer Straße 18
09648;Netto;Altenburger Straße 4
09648;Kaufland;Sonnenstraße 7
09661;Netto Marken-Discount;Frankenberger Straße 6
09661;Netto;Thomas-Müntzer-Siedlung 61
09661;Norma;Hainichener Straße 11b
09661;EDEKA;Frankenberger Straße 2
09661;Lidl;August-Bebel-Straße 1
09669;Norma;Gutenbergstraße 70
09669;Penny;Freiberger Straße 22
09669;Kaufland;Jochen-Köhler-Straße 11
09669;Aldi;Badstraße 2a
09669;Netto;Gewerbering 1
09669;Lidl;Chemnitzer Straße 59
06108;E-Neukauf;Ludwig-Wucherer-Straße 57
06108;Konsum;Große Steinstraße 74
06108;Penny;Breite Straße 15
06108;EDEKA Schaaf;Große Ulrichstraße 6-8
06108;Rewe City;Kellnerstraße 4
06108;Edeka;Oleariusstraße 4a
06108;Biotopia;Kleine Ulrichstraße 18 a
06108;Russische Spezialitäten Skazka;Oleariusstraße 9
06110;Penny;Willy-Brandt-Straße 57
06110;Netto;Beesener Straße 42
06110;Aldi;Beesener Straße 225
06110;E-Center;Merseburger Straße 40
06112;Nahkauf;Hans-Dietrich-Genscher-Platz 
06112;Penny;Fritz-Hoffmann-Straße 78
06112;Netto;Delitzscher Straße 49
06112;Rewe;Krausenstraße 7
06114;Penny;Hegelstraße 74
06114;E - Center Hermes Areal;Hermesstraße 15
06114;Himmel & Erde;Große Brunnenstraße 63
06116;Rewe;Delitzscher Straße 120
06116;frostKauf;Deutsche Grube 
06116;Netto;Birkhahnweg 100
06118;Aldi;Trothaer Straße 42
06118;Kiez Späti 3;Trothaer Straße 9a
06118;NETTO;Mötzlicher Straße 15a
06118;Kaufland;Trothaer Straße 
06118;Netto Marken-Discount;Köthener Straße 24
06118;Lidl;Trothaer Straße 62
06120;Netto;Neuragoczystraße 18 a
06120;Edeka Stark;Heideringpassage 10
06120;ALDI;Blücherstraße 36
06120;NP;Heideallee 2
06120;NP Discount;Grasnelkenweg 19
06120;ALDI;Dölauer Straße 80
06120;Netto;Dölauer Straße 86
06120;Penny;Dölauer Straße 54
06120;NETTO;Lieskauer Straße 2
06122;Real;Neustädter Passage 
06122;Netto;Am Meeresbrunnen 5
06122;Orientalischer Supermarkt;Am Meeresbrunnen 5
06124;E-Neukauf;Rennbahnring 9
06124;Sibirien Russische und Osteuropäische Spezialitäten;Rennbahnring 9
06124;Penny;Am Treff 5
06124;Edeka;Am Treff 5
06124;Rewe;Hettstedter Straße 2
06124;Kaufland;Zollrain 9
06126;Nahkauf;Cloppenburger Straße 31-34
06126;ALDI;Bennstedter Straße 22
06126;Lidl;Nietlebener Straße 3
06128;Netto;Böllberger Weg 168
06128;Lidl;Südstadtring 70
06128;EDEKA Schmidt;Kattowitzer Straße 2
06128;NP;Turiner Eck 2
06128;Lidl;Böllberger Weg 26 a
06128;Aldi;Kaiserslauterer Straße 65
06130;Lidl;Merseburger Straße 221
06130;Netto;Dieselstraße 137
06130;NP;Carl-Schurz-Straße 14
06130;Globus;Dieselstraße 47
06132;Aldi;Merseburger Straße 388
06132;E-Center;Weißenfelser Straße 52
06132;Norma;Hermann-Heidel-Straße 11
06132;E-Neukauf;Wilhelm-von-Klewiz-Straße 9
06132;NETTO;Industriestraße 116
06132;Netto;Philipp-von-Ladenberg-Straße 19
06132;Rewe;Merseburger Straße 
06179;Penny;Köchstedter Weg 8
06179;Norma;Poststraße 6
06179;E-Neukauf;Poststraße 5
06179;ALDI;An der Lauchstädter Straße 3
06184;NP;Lange Straße 3
06188;Netto;Hallesche Landstraße 13
06188;NP;Thomas-Müntzer-Straße 22
06188;Penny;Zörbiger Straße 12
06188;Frischemarkt & Landfleischerei Müller;Plößnitzer Straße 9
06188;Real;Saarbrücker Straße 1
06193;Edeka Ermisch;Karl-Marx-Straße 21
06193;Penny;Anhalter Straße 6B
06193;Netto;Mühlenstraße 1
06193;Edeka;Am Stadtgut 2
06217;Norma;Hallesche Straße 120
06217;Müller (Drogerie);Gotthardstraße 20
06217;;Geusaer Straße 15
06217;Netto;Gerichtsrain 64
06217;EDEKA Center Merseburg;Kollenbeyer Weg 2
06217;NP;Merseburger Straße 49
06217;ALDI;Straße des Friedens 100
06217;PENNY;Straße des Friedens 102
06217;Edeka Griese;Straße des Friedens 64A
06231;EDEKA Hill;Breite Straße 20a
06231;Norma;Breite Straße 20B
06231;Netto;Seumestraße 22
06231;Lidl;Breite Straße 
06237;NP-Markt;Lilienweg 3a
06237;Nahkauf;Pflaumenbaumweg 1
06242;EDEKA Nah & Gut Hauschild;Karl-Marx-Straße 20
06242;NP-Markt;Merseburger Straße 163
06246;Getränke-Quelle Bad Lauchstädt;Querfurter Straße 29
06246;NP-Markt;Merseburger Straße 22a
06246;Penny;Am Bahnhof 23
06246;Edeka Griese;Am Bahnhof 32
06249;Netto Marken-Discount;Merseburger Straße 12
06249;Rewe;Ernst Thälmann Straße 15
06268;ALDI;Vor dem Nebraer Tor 5
06279;Edeka Frischemarkt;Tränkstraße 53
06295;NP-Markt;Friedensstraße 14
06295;EDEKA Steinemann;Gerbstedter Straße 6
06295;Lidl;Hallesche Straße 88
06295;NETTO;Freistraße 100
06295;Netto;Magdeburger Straße 8
06295;Landmarkt Rothenschirmbach;Gewerbgebiet Rothenschirmbach 23
06295;Thomas Philipps Sonderposten;Gewerbgebiet Rothenschirmbach 22
06295;ALDI;Gerbstedter Straße 5
06308;NP-Markt;Bahnhofstraße 16
06308;Edeka;Auf der Spitze 2
06308;Aldi Nord;Am Vogts Garten 2a
06311;Edeka Lehne;Lehbreite 1
06313;NP;Am Vietzbach 2
06333;Niedrig Preis;Feuerbachstraße 4
06333;Aldi;Über der Heckerlingsbreite 19
06343;Netto Marken-Discount;Plan 2
06343;NP;Teichstraße 3b
06343;Edeka Gabriel;Friedrichstraße 1
06366;Aldi;Konrad-Adenauer-Allee 3
06366;NP-Markt 1013;Edderitzer Straße 8
06385;Edeka;Am Dreieck 7
06386;Penny;Ernst-Thälmann-Straße 37
06388;NP-Markt;Köthener Straße 
06406;Rewe;Kustrenaer Straße 75
06406;Aldi;Karlstraße 1
06406;Netto Marken-Discount;Heinrich-Rau-Straße 6
06406;Netto Marken-Discount;Gröbziger Straße 61a
06406;Norma;Gröbziger Straße 61
06406;Lidl;Am Platz der Jugend 1a
06406;Penny;Bahnhofstraße 24
06406;Nahkauf;Umgehungsstraße 30
06425;EDEKA Reich;Sanderslebener Straße 29a
06429;Edeka-Neukauf;Ernst-Thälmann-Allee 51
06429;Raiffeisen Warengenossenschaft;Calbesche Straße 32
06429;NP-Markt;Adolf-Meyer-Straße 15
06449;Penny;Ermslebener Straße 74
06449;Kaufland;Hoymer Chaussee 108
06449;Aldi;Magdeburger Straße 17
06449;Lidl;Geschwister-Scholl-Straße 55
06463;Netto;Am Mittelweg 3
06463;NP;Neustadt 1a
06484;Frischemarkt Buchmann;August-Bebel-Ring 13
06484;Nahkauf;Breite Straße 19
06484;NP-Markt;Birkenstraße 24
06484;Getränkequelle;Westerhäuser Straße 38b
