plz;supermarkt;adresse
15345;NETTO;Bahnhofstraße 34
15345;Netto Marken-Discount;NA NA
15366;Aldi;Lindenallee 6
15366;NA;Am Umspannwerk 1
15366;Rewe;Lindenallee 6
15366;Rewe;Neuer Hönower Weg 1d
15370;Aldi;Fredersdorfer Chaussee 77
15370;Kaufland;Frankfurter Chaussee 48
15370;NP;Fredersdorfer Chaussee 69
15374;Edeka;Ernst-Thälmann-Straße 18
15374;Lidl;Ernst-Thälmann-Straße 22
15374;Waldpferde-Hof;Am Weiher 6
15517;Kaufland;Alte Langewahler Chaussee 11
15517;Kaufland;Juri-Gagarin-Straße 32
15517;Nahkauf;Am Markt 6
15517;Netto Marken-Discount;Lindenstraße 65
15517;Norma;Am Markt 4
15517;Norma;Bahnhofstraße 22A
15518;OTWO-Markt;Hauptstraße 1
15528;Netto Marken-Discount;Artur-Becker-Ring 27b
15537;EDEKA Thomas;Am Marktplatz 10
15537;Real;Am Müggelpark 10-12
15566;Aldi;Woltersdorfer Straße 1
15711;Rewe;Fontaneplatz 9
15732;Aldi;Ernst-Thälmann-Straße 124
15732;Edeka;Richard-Israel-Straße 4A
15738;EDEKA-Markt Bogisch;Dorfstraße 14
15741;Aldi;Hauptstraße 45
15741;NP;Friedenstraße 22
15741;Rewe;Hauptstraße 45
15745;Aldi;Gewerbepark 4
15754;Edeka;Lindenstraße 14a
15806;Kaufland;Stubenrauchstraße 60a
15834;Edeka Franeck;Goethestraße 1
15838;EDEKA Dörpmund;Zossener Straße 21
15848;Edeka;Fürstenwalder Straße 10B
15848;NORMA;Am Reitplatz 1
15859;Netto Marken-Discount;Burgstraße 5b
15890;Marktkauf;Am Wiesengrund 1
15890;Netto;Fröbelring 24
15898;Netto;Waldstraße 111
15907;Lidl;Berliner Chaussee 23
15907;Markant Nah & Frisch;Schillerstraße 9
15938;Penny;Straße der Einheit 7
16225;Asien Supermarkt / Änderungsschneiderei;Friedrich-Ebert-Straße 11
16225;Edeka;Wilhelmstraße 41
16225;Globus Naturkost;Michaelisstraße 10
16225;Lidl;Heegermühler Straße 1
16225;Netto;Dr.-Zinn-Weg 20
16225;Norma;Leibnizstraße 1a
16225;Rewe;Heegermühler Straße 19
16225;Thomas Philipps Sonderposten;Kupferhammerweg 9
16225;Valentinas Vitaminchen;Friedrich-Ebert-Straße 10
16227;Kaufland;Eberswalder Straße 87
16244;Norma;Ernst-Thälmann-Straße 39
16247;Edeka-Markt Melchert;Templiner Straße 3c
16247;Netto Marken-Discount;Angermünder Straße 19d
16248;Netto Marken-Discount;Waldstraße 3
16259;Landmarkt;Neulewin 46
16269;Aldi;Heinrich-Lehmphul-Straße 25
16269;Edeka;Wilhelmstraße 28
16269;Rewe;Freienwalder Straße 51-55
16278;Wildblume;Brüderstraße 5
16303;Netto Markendiscount;Julian-Marchlewski-Ring 13a
16303;Netto;August-Bebel-Straße 25
16307;Dorfkonsum;Bahnhofstraße c(14.3502145, 53.2703968)
16321;Grünbär;Berliner Straße 52b
16321;Milchladen Lobetal;Bodelschwinghstraße 21
16321;Netto Marken-Discount;Merkurstraße 2
16341;Schönower Straße;41 c(13.5331067, 52.658592)
16348;Bioladen Wandlitz;Prenzlauer Chaussee 164
16348;Rewe;Prenzlauer Straße 70
16356;Aldi;Bucher Weg 2
16515;Bauernmarkt;Bauernmarktchaussee 10
16515;Edeka;Berliner Straße 119-125
16515;Naturkost Oranjeboom;Lehnitzstraße 21
16548;Edeka;Märkische Allee 76
16556;E aktiv markt;Berliner Straße 10
16559;Lidl;Hammerallee 5
16567;Edeka;Hauptstraße 2
16792;Lidl;Bahnhofstraße 45
16792;Netto;Marianne-Grunthal-Straße 1
16798;Edeka Neukauf A. Schultz;Hans-Günter-Bock-Straße 1
16816;Grünkern Naturkostladen;Karl-Marx-Straße 33/34
16816;Kaufland;Junckerstraße 26
16816;NP;August-Bebel-Straße 47/48
16816;Rewe;Neustädter Straße 29
16816;Ruppiner BioKonsum;Juckerstraße NA
16818;... nah und gut;Ernst-Thälmann-Straße 9
16835;Center Kauf GmbH;Am Gudelack 1
16835;Netto Marken-Discount;Rheinsberger Straße 2
16837;Edeka;Gartenstraße 1
16845;Der Laden;Neurroddahn 7b
16909;Rio Laden;Kettenstraße 31
16909;einLaden;NA NA
17268;3 Haselnüsse;Pestalozzistraße 2
17268;Aldi;Vietmannsdorfer Straße 3
17268;Edeka Supermarkt;Wegguner Straße 10
17268;Edeka;Vietmannsdorfer Straße 3
17268;Nahkauf;Dorfstraße 6
17268;Netto Marken-Discount;Lychener Straße 25
17268;Netto;Gewerbegebiet Süd 6
17268;Netto;Lychener Straße 23a
17268;Norma;Lychener Straße 25a
17268;Penny;Robert-Koch-Straße 15
17268;Rewe;Lychener Straße 4
17268;Udo´s Minimarkt;Petersdorfer Straße 74
17291;Kaufland;Georg-Dreke-Ring 60
17291;Metro Gastro;Gewerbestraße 2
19309;Norma;Finkenbergstraße 19
19322;EDEKA aktiv markt;Bahnstraße 23-29
19322;LIDL;Lenzener Straße 61
19322;Norma;Dr.-Wilhelm-Külz-Straße 20
19322;Norma;Horning 78
19322;Penny Markt;Kyritzer Straße 7
19339;NP;Bahnhofstraße 101a
19348;Aldi;Schwarzer Weg 9
19348;DRK Sozialkaufhaus;Poststraße 7
19348;NA;Schwarzer Weg 11
19348;Netto;August-Bebel-Straße 1a
19348;Thomas Phillips Sonderposten;Schwarzer Weg 13
19357;Penny;Straße des Friedens 10a
27568;Eiskönig;Deichstraße 91a-d
27568;Grünschnabel;Theodor-Heuss-Platz 17
27568;Netto;Obere Bürger 26
27568;Penny Alte Bürger;Bürgermeister-Smidt-Straße 154
27568;Penny;Hafenstraße 207
27570;Aldi;Elbestraße 97
27570;Edeka Rewerski;Elbestraße 99
27570;Lidl;Elbestraße 124
27570;Netto Marken-Discount;Elbestraße 93
27572;Kaufland;Bohmsiel 1
27572;Thomas Philipps Sonderposten;Am Lunedeich 209
27576;np-Markt;Adolfstraße 18
27578;Agat-Markt;Wilhelm-Leuschner-Straße 3
27580;ALECO BioMarkt;Langener Landstraße 28
28195;Aldi Nord;Violenstraße 24
28195;Alnatura;Faulenstraße 54-70
28195;EDEKA Postamt 5;An der Weide 50a
28195;Lidl;Langenstraße 25-29
28195;Rewe;Bahnhofsplatz 42
28197;BIG Pack und Food GmbH;Simon-Bolivar-Straße 36
28197;Rewe;Hermann-Ritter-Straße 101
28199;Aleco;Kirchweg 204
28199;Bunte Ecke 2;Langemarckstraße 74
28199;Kumaran's Supermarkt;Langemarckstraße 104
28199;Rewe City;Pappelstraße 85
28199;Ringeltaube-Markt;Flughafendamm 49
28201;EDEKA Björn Harste;Gastfeldstraße 29-33
28201;Lidl;Jana Kouly 1396
28201;Netto;Gottfried-Menken-Straße 19
28201;Penny Market;Jana Kouly 1370
28201;Penny;Buntentorsteinweg 53-59
28201;Rewe;Buntentorsteinweg 171
28203;Abakus;Brunnenstraße 15-16
28203;Asia Shop;Vor dem Steintor 102
28203;Kulinatura;Albrechtstraße 26
28203;NA;Bismarckstraße 161
28203;Netto City;Vor dem Steintor 114
28203;Rewe;Vor dem Steintor 74
28203;Steintor Bazar;Vor dem Steintor 89
28205;Netto;Friedrich-Karl-Straße 91
28205;Netto;Stader Straße 35
28205;Rewe;Am Hulsberg 8
28207;E center Bremen-Hastedt;Pfalzburger Straße 41
28209;Rewe City;Wachmannstraße 64
28211;Rewe City;Schwachhauser Heerstraße 207
28213;ALECO BioMarkt;Wätjenstraße 146
28213;Rewe;Kulenkampffallee 184
28215;Aldi;Hemmstraße 353-357
28215;Bio Supermarkt aleco Admiralstraße;Admiralstraße 14
28215;Nah & Gut;Münchener Straße 66,68,70,72
28217;Aldi;Konsul-Smidt-Straße 8
28237;Al Kheir;Gröpelinger Heerstraße 205a
28237;Aldi;Lindenhofstraße 1-15
28237;Global Supermarkt;Gröpelinger Heerstraße 111
28239;Aldi;Ritterhuder Heerstraße 6
28239;Penny;NA NA
28239;Rewe;Gröpelinger Heerstraße 251-257
28239;Rewe;Kalmsweg 1
28259;Aldi;Alter Dorfweg 30-50
28259;Ferro Markt;Flämische Straße 4
28259;Netto;Kirchhuchtinger Landstraße 190
28259;Netto;Luxemburger Straße 20
28259;Penny;Alter Dorfweg 30-50
28259;Rewe;Alte Heerstraße 2
28277;NA;Kattenturmer Heerstraße 142
28277;NA;Kattenturmer Heerstraße 144
28277;NA;Kattenturmer Heerstraße 146
28277;Netto City;Gorsemannstraße 1
28279;Aldi;Steinsetzerstraße 11
28307;Aldi;Hans-Bredow-Straße 19
28309;Aldi;Osenbrückstraße 5
28309;Bizim;Sebaldsbrücker Heerstraße 53
28309;IKRAM Supermarkt;Hemelinger Heerstraße NA
28325;Netto;Walliser Straße 15
28325;Rewe;Sankt-Gotthard-Straße 3
28327;Maribondo;Geschwister-Scholl-Straße 6a
28327;Rewe;Max-Säume-Straße 5
28329;Aldi;Vahrer Straße 279-281
28329;Real;Vahrer Straße 197
28329;Rewe;Vahrer Straße 279-281
28355;Spar;Rockwinkeler Heerstraße 14
28357;Rewe;Borgfelder Heerstraße 44
28359;Aleco Biomarkt;Gerold-Janssen-Straße 4
28359;Aleco;Max-von-Laue-Straße 1
28359;Rewe;Gerold-Janssen-Straße 2
28717;Aldi;Hindenburgstraße 13
28719;NP;Stockholmer Straße 27
28719;Netto City;Stockholmer Straße 27
28719;Netto;Burger Heerstraße 46
28755;Maribondo;Lindenstraße 3
28777;Lidl;Farger Straße 113
28779;Aldi;Weserstrandstraße 17
3052;Aldi;Bernstrasse 160
3052;Coop Ziegelei-Markt;Märitgasse 1
3052;Denner;Bernstrasse 103
3052;Migros;Bernstrasse 103
3053;Migros;Bernstrasse 14
3096;Volg;Oberbalmstrasse 216
3172;Fust Niederwangen;Riedmoosstrasse 10
3185;Coop;Franz Xaver Müllerstrasse 11
3238;Aldi;Bernstrasse 7
3238;Denner;Bernstrasse 13
35037;Il Forno - Punto Simply;Via Euganea Bresseo 29,31
35037;Rewe City;Ockershäuser Allee 5-7
35039;Mix Markt;Friedrich-Ebert-Straße 27
35041;Frischemarkt Piskin;Am Denkmal 4
35075;BDS GmbH - Telekom Partner Gladenbach - Systemhaus;Bahnhofstraße 1
35075;Rewe;Marktplatz 7
35080;ALDI;Am Bewegungsbad 10
35080;REWE Markt Familie Studer;Am Bewegungsbad 9
35085;Carl Magen - Lebensmittel;Gerichtsweg 3
35216;Nahkauf;Am Marktplatz 7
35260;Aldi;Herrenwaldstraße 6b
35260;Lidl;Bahnhofstraße 11
35260;Rewe;Herrenwaldstraße 6a
35279;GutKauf Lebensmittelmarkt Naß;Hochlandstraße 6
35325;EDEKA;Hessenstraße 15
35325;Edeka Markt Ellrich;Bahnhofstraße 44
35325;Netto;Merlauer Straße 59
35327;NA;Lacheweg 2a
35327;nahkauf;Schaubstraße 11
35390;Asia-Center;Neustadt NA
35390;Edeka;Ludwigstraße 6
35390;Penny;Neustadt 28
35390;Quentin Reformhaus;Neustadt 28
35390;Rewe City;Marktstraße 6
35390;Tegut;Neustadt 28
35390;Turgut;Marburger Straße NA
35394;Aldi;Oberlachweg 7
35394;Rewe;Grünberger Straße 114
35394;denn's Biomarkt;Schiffenberger Weg 115-117
35396;Turhan;Reichenberger Straße 13
35398;Real;Gottlieb-Daimler-Straße 27
35398;nahkauf Langsdorf;Lindenstraße 17a
35410;REWE Markt Nies;Gießener Straße 23
35410;tegut... Lädchen;Höhenstraße 2
35415;Rewe;Alter Weg 3
35418;Aldi;Hainweg 23
35418;Rewe;Hainweg 21
35440;Kaufland;Tannenweg 97
35516;Netto;Am Römerhof 6
36381;Herkules;Gartenstraße 23
36396;Netto Marken-Discount;Leipziger Straße 85
4910;Billa;Stelzhamerplatz 5
4910;Kräuter Max;Hoher Markt 1a-3
4910;Merkur;Braunauer Straße 4
4910;denn's Biomarkt;Marktplatz 3
4932;Coop;Langenthalstrasse 3
4938;Volg;Bahnhofstrasse 16
60311;Bitter & Zart;Braubachstraße 14
60311;Grüne Erde;Kaiserstraße 5
60311;Junvin Asia Supermarkt;Fahrgasse 89
60313;Aldi Süd;Große Friedberger Straße 23-27
60313;Reformhaus Boermel-Ernst;Schillerstraße 30
60314;ALDI SÜD;Hanauer Landstraße 285
60314;Alnatura;Hanauer Landstraße 110
60314;Jadran Feinkost;Windeckstraße 33
60314;Kasas Markt;Ostbahnhofstraße NA
60314;Rewe an der Alten Feuerwache;Louis-Appia-Passage 7
60316;Penny;Berger Straße NA
60316;Penny;Sandweg 42
60316;Reformhaus FREYA;Friedberger Landstraße 94
60318;Aldi Süd;Glauburgstraße 49
60320;Rewe;Eschersheimer Landstraße 221
60322;Alnatura;Eschersheimer Landstraße c(8.676065, 50.122468)
60325;Alnatura;Bockenheimer Landstraße 13-15
60326;Aldi Süd;Mainzer Landstraße 336
60326;Lidl;Mainzer Landstraße 377
60326;REWE Center;Mainzer Landstraße 342
60326;Rewe;Frankenallee 157
60327;Rewe City;NA NA
60327;Rewe;Speicherstraße 44
60329;Orient Asia Supermarkt;Münchener Straße 57
60329;Shubab Supermarkt;Münchener Straße 55 (Hinterhof)
60385;Rewe;Inheidener Straße 67
60386;Tegut;Pfortenstraße 3
60388;Ankaramarkt;Flinschstraße 2
60388;Netto;Kruppstraße 103
60388;denn's Biomarkt;Victor-Slotosch-Straße 14
60389;Aldi Süd;Friedberger Landstraße 295
60389;Tegut;Friedberger Landstraße 408
60431;Lidl;Platenstraße 99
60431;Rewe;Ginnheimer Hohl 9-13
60431;Rewe;Hügelstraße 134-136
60433;City Supermarkt - türkische Lebensmittel;Berkersheimer Weg 6
60433;REWE Frankfurter Berg;Homburger Landstraße 340–352
60433;Reformhaus Freya;Eschersheimer Landstraße 436
60433;Rewe;Maybachstraße 20
60435;Alnatura;Karl-von-Drais-Straße 5
60437;Aldi Süd;Berner Straße 40
60437;Lidl;Berner Straße 44-48
60437;Penny;Oberer Kalbacher Weg 2
60437;Rewe;Kurmarkstraße 3
60438;Aldi Süd;Riedbergplatz 2
60439;Burghof- Hofladen;Hinter der Krebsmühle 3
60439;Logo Getränkemarkt;Alt-Niederursel 11
60439;Nahkauf;Im Weimel NA
60439;Netto;Thomas-Mann-Straße 6
60439;Nordwestmarkt 2;Niederurseler Landstraße 145
60486;Netto Marken-Discount;Adalbertstraße 8
60486;Rewe;Kuhwaldstraße 61
60486;Tegut;Voltastraße 70-72
60487;Aldi Süd;Juliusstraße 5
60488;Rewe;Hausener Brückweg 5
60489;Aldi Süd;Westerbachstraße 49
60489;Biomarkt Picard;Lorscher Straße 16
60489;Lidl;Lorscher Straße 41
60489;Netto Marken-Discount;Westerbachstraße 40
60489;Penny;Thudichumstraße 6-8
60489;REWE Markt;Breitlacherstraße 78
60528;Penny;Gerauer Straße 15
60549;Luggage Gallery by Koffer.de;Amelia-Mary-Earhart-Straße 8
60549;Rewe;Katherine-Stinson Weg 3
60549;Ringeltaube;Airportring Gebäude 374
60594;Aldi Süd;Darmstädter Landstraße 10
60594;Alnatura;Hedderichstraße 47-49
60594;Rewe;Walther-von-Cronberg-Platz 10
60598;ALDI SÜD;Ziegelhüttenweg 37
60599;Aldi Süd;Hainer Weg 76
60599;Edeka;Hainer Weg 56-80
60599;Rewe;Buchrainstraße 2-4
61118;Aldo Parente;Frankfurter Straße 47
61118;Edeka Iwona Ledwa;Otto-Fricke-Straße 107
61118;Lidl;Friedberger Straße 89b
61118;Netto;Frankfurter Straße 2
61118;Penny;Friedberger Straße 77a
61118;Rewe City;Frankfurter Straße 129
61118;Rewe;Friedberger Straße 124
61118;Tegut;Friedberger Straße 89
61138;Norma;Auf dem Hainspiel 2
61184;Nahkauf;Vilbeler Straße 5-7
61191;Aldi Süd;Raiffeisenstraße 18
61191;Penny;Konrad-Adenauer-Straße 25
61191;REWE;Wirrweg 1
61191;Rewe;Bei den Junkergärten 1
61197;Sylvias Lädchen;Hanauer Straße 40a
61209;REWE Michael Meige oHG;Am Mühlbach 7
61239;Rewe Weisenborn;Hasselhecker Straße 25
61267;Rewe;Hans-Böckler-Straße 9
61267;nahkauf;Bahnhofstraße 62
61273;Edeka Markt;Hauptstraße 11
61279;Rewe;Frankfurter Straße 43
61348;REWE City;Rathausplatz 1
61348;Rewe;Louisenstraße 14-16
61348;Rewe;Seifgrundstraße 2
61350;Bad Homburger Markt;Gluckensteinweg 10
61350;Nahkauf;Kirdorfer Straße 74-67
61381;Bauernhof Kitz;Alt Seulberg 74
61381;REWE;Bachstraße 6
61440;Edeka;Camp-King-Allee 2
61440;Netto;Zimmersmühlenweg 95
61440;REWE Markt;Dornbachstraße 30
61440;REWE To Go;Frankfurter Landstraße 200
61440;Reformhaus Herrmann;Holzweg 14
61440;Rewe;Holzweg 28
61462;Aldi;Klosterstraße 15
61462;Arche Noah Naturkostladen;Klosterstraße 3a
61462;Netto;Wiesbadener Straße 220
61462;Rewe;Klosterstraße 15
61476;NA;Friedrich-Ebert-Straße 39
61476;REWE To Go;Sodener Straße 29
61476;Rewe;Westerbachstraße 23
63065;Palmiye Supermarkt;Hermann-Steinhäuser-Straße 2
63065;Penny;Kaiserstraße 55
63065;Rewe;Mathildenstraße 15-19
63065;Tegut;Große Marktstraße 36-42
63067;Asia Mekong Tran Thanh;Luisenstraße 71
63067;Da Hapna;Strahlenbergerstraße 127
63067;Mira Markt;Luisenstraße 71-73
63067;Reformhaus Brunzel;Frankfurter Straße 67
63067;Rewe;Hafenplatz 1-3
63069;Hayatmarkt;Starkenburgring 71
63069;Mix Markt;Richard-Wagner-Straße 32
63069;Norma;Hugo-Wolf-Straße 10
63069;Rewe Center;Odenwaldring 70
63069;Rewe;Christian-Pleß-Straße 18
63069;denn's Biomarkt;Odenwaldring 70
63073;Rewe;Von-Brentano-Straße 14 - 16
63075;Bioeck Naturkost;Falltorstraße 11
63110;Aldi;Borsigstraße 54
63110;Edeka;Hegelstraße 3
63110;Lidl;Alfred-Delp-Straße 46
63110;Rewe;Marie-Curie-Straße 2
63150;Rewe;Am Lindenbaum 3
63165;Das Futterhaus;Offenbacher Straße 101-103
63165;Tegut;Schillerstraße 77-79
63179;hit;Königsberger Straße 2
63225;Kadir Supermarkt;Annastraße 45
63225;NA;Pittlerstraße 40
63225;Nahkauf;Bahnstraße 67
63225;Rewe;Darmstädter Straße 47-49
63263;Kadir Market;Frankfurter Straße 138
63263;Lorenz Snack World Fabrikverkauf;Gutenbergstraße 8
63303;BG Markt Edelweiss;Frankfurter Straße 25b
63303;Naturwarenzentrum Dreieich;Fichtestraße 65
63303;Penny;Frankfurter Straße 4-6
63303;REAL;Robert-Bosch-Straße 15
63303;Tegut;Frankfurter Straße 70-72
63322;dm Drogeriemarkt;c(8.8045464, 49.9758642) 430839480
63329;Penny;Kurt-Schumacher-Ring 1
63450;denn's Biomarkt;Am Steinheimer Tor 3
63456;Rewe Center;Otto-Hahn-Straße 18
63457;Lebensmittel Hain;Krotzenburger Straße 3
63477;Aldi Süd;Schillerstraße 7a
63486;Rewe;Innerer Ring 2
63500;NA;Dieselstraße 13
63500;NA;Dieselstraße 9-11
63500;tegut;Frankfurter Straße 96
63505;LIDL;Ringstraße 28
63505;Rewe;Ringstraße 33
63538;Rewe;Schulstraße 5
63571;Mix Markt;Im Steinigen Graben 36
63579;Aldi;Auf der Wehrweide 8
63579;Rewe;Rathausstraße 3
63579;Tegut;Raiffeisenstraße 11
63584;Netto Marken-Discount;Meerholzer Landweg 6
63584;Penny;Industriestraße 1
63589;Paradieschen;An der Wann 1
63594;Italienischer Markt;Hanauer Landstraße 13
63607;Mittelpunkt Aufenau;Frankfurter Straße 57-59
63607;Schaper;NA NA
63619;Rewe;Gewerbestraße 36
63619;Trilogie;Kanalstraße 37
63619;nahkauf;Hauptstraße 63
63619;nahkauf;Würzburger Straße 5
63633;Edeka Reifschneider;Reichenbacher Straße 6
63637;Nahkauf;c(9.4802584, 50.2036652) 1679066732
63654;Müller's Hofladen;Oberpforte 18
63654;Rewe - Rainer Lapp;Bahnhofstraße 48
63654;neukauf;Neustadt 4
63667;Norma;Am langen Steg 2-4
63667;Tedi;Raun 3
63691;Rewe;Bergstraße 5
63697;Edeka Markt Naumann;Mühlstraße c(9.1534652, 50.3995182)
63739;Edeka Markt Stenger;Südbahnhofstraße 15
63739;Esba Frischemarkt;Frohsinnstraße 26
63739;Reformhaus Herrmann;Sandgasse 54
63739;Unverpackt Aschaffenburg;Landingstraße 22
63741;EDEKA Stenger;Dämmer Tor 3
63741;Stenger's Lädche;Geschwister-Scholl-Platz 4
63741;Yaz Gülü - Türkischer Lebensmittel- und Getränkemarkt;Stengerstraße 15
63741;denn's Biomarkt;Lange Straße 19
63755;Weltladen;Friedberger Gäßchen 5
63762;Edeka;Bachstraße 52
63762;Müller;Raiffeisenstraße 8
63776;Naturkost am Bauersberg;Am Bauersberg 2
63785;Nah und Gut;Römerstraße 75
63791;EDEKA nah und gut;Eichendorffstraße 29
63814;Edeka Stolzenberger;Jahnstraße 63
63814;Netto;Jahnstraße 61
63820;Edeka - Bauer Markt;Im Höning 2
63825;Weltladen Schöllkrippen;Waagstraße 19
63828;Dorfladen Kleinkahl;Kahlstraße 2
63834;Aldi;Bahnhofstraße 84
63834;Rewe;Bahnhofstraße 80-82
63897;Aldi Süd;Bischoffstraße 60
63897;Edeka Aktiv Markt Stenger;Mainzer Straße 40
63897;Rewe;Bischoffstraße 54
63927;Rewe;Miltenberger Straße 25
63931;Hauptstraße;60 c(9.1770937, 49.6180715)
63937;Weilbacher Regionalmarkt;Am Marktplatz 3
63939;Lidl;Reifenbergstraße c(9.1694312, 49.7877511)
64283;Aldi Süd;Ludwigsplatz 6
64283;Alnatura;Grafenstraße 41
64283;NA;Heinrichstraße 52
64283;Netto;Grafenstraße 25
64283;Netto;Kirchstraße 4
64283;Supermarkt Aria;Mathildenplatz 11
64283;Tegut;Ludwigstraße 2
64285;NA;Rüdesheimer Straße 123c
64285;NA;Rüdesheimer Straße 123d
64285;Netto;Ludwigshöhstraße 44
64287;Netto Marken-Discount;Roßdörfer Straße 69
64287;Terra Verde;Dieburger Straße 77
64287;nahkauf;Roßdörfer Straße NA
64289;Edeka aktiv markt;Grundstraße 2-8
64289;Mix Markt;Siemensstraße 2-16
64289;Penny-Markt;Heinheimer Straße 7
64289;Penny;Grundstraße 2-8
64291;EDEKA;Untere Mühlstraße 5
64291;nahkauf;Thomas-Mann-Platz 6
64293;Molina's GranConsumo;Goebelstraße 21
64293;Netto Marken-Discount;Kasinostraße 92
64295;NA;Eschollbrücker Straße 30
64295;NA;Eschollbrücker Straße 44
64295;Penny-Markt;Eschollbrücker Straße 26
64295;Rewe;Eschollbrücker Straße 18
64297;Edeka;In der Kirchtanne 27
64297;Kornmühle Naturkost;Heidelberger Landstraße 186b
64297;Rewe;Heidelberger Landstraße 236-240
64297;nah & gut Wehner;Thüringerstraße 13
64319;An der Gehrengasse;85 c(8.5613206, 49.7964921)
64331;VINO Ihr Weinmarkt;Am Dornbusch c(8.6086393, 49.8893085)
64342;Rewe City;Am Grundweg 20
64354;Cafe/Hofladen Schuchmann;Ludwigstraße 15
64354;Hofladen Bernius;Waldstraße 11
64354;salaedchen;Seestraße 5
64367;Edeka;Darmstädter Straße 35
64380;Frischemarkt Roßdorf;Darmstädter Straße 38
64385;Gersprenzer Bioladen;Gersprenztalstraße 53
64390;Nahkauf;Bahnstraße c(8.6417123, 49.9518169)
64390;Netto;Südliche Ringstraße c(8.6358494, 49.9456279)
64390;Rewe;Südliche Ringstraße c(8.6385502, 49.9457346)
64401;Rewe;Am Schaubacher Berg 19
64405;Edeka;Philipp-Bert-Straße 1a
64521;ALDI;Helvetiastraße 5
64521;Penny;Darmstädter Straße 27
64521;Rewe;Helvetiastraße 5
64521;Terra Verde Biomarkt;Am Marktplatz 18
64546;Penny Markt;Gerauer Straße NA
64546;Penny;Farmstraße 101
64546;Rewe;Farmstraße 101
64546;Rewe;NA NA
64546;tegut;Gerauer Straße 54a
64589;Netto;Odenwaldring 18
64625;Alnatura;Fabrikstraße 16
64646;BioMarkt;Marktstraße 15
64646;denn's Biomarkt;Tiergartenstraße 5a
64658;Netto;Mühlstraße 4
64668;EDEKA aktiv markt Steiner;NA c(8.7611264, 49.6273735)
64668;Obst u. Gemüse;Rathausstraße c(8.759243, 49.6233854)
64673;Rewe;Heidelberger Straße 41
64678;Nahkauf;Nibelungenstraße c(8.7781263, 49.6852001)
64711;BioMarkt;Carl-Benz-Straße 15
64750;CAP-Markt;Mainstraße 6
64823;Atlantico;Hans-Kudlich-Straße 13
64823;Nahkauf;Groß-Umstädter Straße 1
64832;Aldi Süd;Hinter der Altdörfer Kirche 36
64832;Norma;Platanenallee 23
64839;Norma;Darmstädter Straße 28
65183;Aldi Süd;Schützenhofstraße 4
65183;Penny;Bismarckring 16
65183;Rewe;Langgasse 32
65185;Alnatura Super Natur Markt;Dotzheimer Straße 14-18
65185;BIO-unverpackt Meudt;Dotzheimer Straße 19
65185;Netto;Dotzheimer Straße 24
65185;Reformhaus Freya;Moritzstraße 18
65185;Rewe;Luisenstraße NA
65185;Tegut;Luisenstraße 23
65187;Rewe;Biebricher Allee 116
65187;Rewe;Schiersteiner Straße 58
65189;HIT;Hasengartenstraße 25
65189;Real;Mainzer Straße 110
65189;Rewe;Bahnhofsplatz 3
65191;EDEKA aktiv markt Nolte;Danziger Straße 24
65191;Nahkauf;Patrickstraße 2
65193;Rewe City;Sonnenberger Straße 96
65195;Penny;Gneisenaustraße 13
65197;E aktiv-Markt Nolte;NA NA
65197;Edeka Nolte;Karlsbader Platz 2-28
65197;Lidl;Dotzheimer Straße 152
65197;Mix Markt;Goerdelerstraße 49a
65197;Netto;Dotzheimer Straße 162
65197;Penny;Dotzheimer Straße 150
65197;Rewe;Nixenstraße 3
65203;Aldi Süd;Hagenauer Straße 40
65203;Norma;Otto-Wallach-Straße 5
65203;Penny;Hagenauer Straße 23a
65203;denn's Biomarkt;Otto-Wallach-Straße 5
65203;smokestars.de Lagerverkauf;Paul-Friedländer-Straße 6
65205;Netto Marken-Discount;Bahnstraße 4
65232;Edeka;Weiherstraße 1
65239;E&L;Frankfurter Straße 75
